Content,company
ben atölyemde ahşap ürünler üretiyorum takipcilerim var benim gibi bu işlere hevesli insanlar takipcilerim var pek atölye görmek istemeyen sadece bitmiş ürün görmek isteyen hikaye gibi bir secenek gelirse şayet üretim süreclerini de daha yogun paylaşıp meraklısına sunabilirim bu tarz sadece bir an için hazırlanan süreci de gösterebilirim böylelikle facebook ne yapmış da tutmamış hemayrıca bkz ananas woodworking her ne kadar sürec fotografı paylaşsam bile detylı uzun süreç fotograflar için snap kullanmak zorunda kalıyorum,facebook
bkz ey instagram sen kimsin ya,instagram
7 eylülde hesabım çalındı 67 kere ihbar ettim instagram hesabı dondurdu mailru uzantılı mail kullanan bir kozmonot içinde bir kaç fotografım bulunan hesabımı hacklemiş kendi sitesinin reklamını koymuş 4500 kişiyi takibe almış ihbarlar sonrası instagramdan bir yeteneksiz ismi ritterirl  bana 6 gün sonra mail atmışaktif hale getirdikleri hesapta halen hackerin maili kayıtlı yani durduk yerde hesap aktif hale geldi ve yine giremiyorum o değil fotograflarım var içinde bu adam sağa sola olmadık yorumlar bırakıyorsa ben ne yapacağım bir avuç insanı takip ederken 4500 kişiyi takip eder hale gelmiş hesapçok ciddi güvenlik açıkları içeren ve yeteneksiz bir support grubuna sahip site ona görebkz 62850342,instagram
sosyal mecralar içinde evrimine en keskin şekillerde tanık olunandırben hesabımı 2011 yılında açmıştım o zamanlar herkes anı paylaşma derdinde biraz da sosyalleşme çabasındaydı zaman içinde hedef kitle popülasyonun da artmasıyla birlikte değişti ve daha dikkatli kullanılan beğenilme duygusunun ön planda olduğu bir mecra halini aldı zaten bu boşluktan snapchat doğdu ama instagram bunu da fark ettiği için story özelliğiyle olaya dahil oldu kısacası instagram nazarımda facebooktan sonra en kuvvetli mecradır ve uzun süre de öyle kalacak gibi,instagram
kendi dokümantasyonuna göre en basit şekliyle public mediayı almak için bile oauth gerektiyor fakat kimselerin bilmediği unofficial bir api bulunduruyor aslındason 20 paylaşım   oauth olmadan çekebiliyorsunuzkaynak  aralık 2017 itibariyle instagram bu endpointi kapatmıştır alternatif yollara geçilmesi gerekiyor,instagram
hiç kullanmadığım uygulamadır23 sene önceye kadar facebook hesabım vardı bi onu da kapattımgereksiz geliyor bana,facebook
bu da starbucks gibi lan kime sorsan kullanmıyor herkes uyuz oluyor ama dünyanın en popüler programı ben cayır cayır kullanıyorum valla espresso frappacino da favorim,starbucks
facebook gibi popüler önce gelmesi gibi bir durum mu başladı haberim yok yoksa serverapp falan alakalı bir durum mu var anlamadığım uygulama 5  6 saat önce popi beğeni sayısı önde arada 20 dakika önce akışa dahil olanlar sıçmayın lan,facebook
boşuna önerme instagram biz onunla arkadaş olamayız,instagram
apıını sıçıp batıran uygulamadır kafasına göre ınstagram apıdan access token almaya çalışan kullanıcılara bazen matching code was not found or was already used şeklinde bir hata vermektedir aynı dertten muzdarip kişiler son durumu  adresinden takip edebilir,ınstagram
facebook  snapchatdir o instagram değil,facebook
dün akşamdan beri unfortunately instagram has stopped hatası aldığım uygulama samsung galaxy note 5 kullanıyorum hatayı aldığımdan beri internetten araştırıp denemediğim yöntem kalmadı programı kaldırdım tekrar yükledim ayarlardan uygulama yöneticisine girip forced stop  clear data yaptım apk dosyasını indirip kurdum o da aynı hatayı verdi hiçbiri fayda etmeyince telefonu fabrika ayarlarına döndürüp tekrar başlattım ancak hata düzelmedive instagram nasıl bir ilerizekalı çalışan topluluğuna sahipse bu hatayla ilgili yardım merkezinde hiçbir bilgi yok hesap kurtarma harici mail atabileceğim mail adresi de yok yardımcı olabilecekler yeşillendirirse çok sevinirim,instagram
boktan sikten işlerle uğraşıp insanı sinirlendiren dallama uygulamabu uygulamada seni tâkip edenleri etmeyenleri tâkipten çıkaranları görebileceğin çeşitli uygulamalar var ve bu zamazingo sürekli yeni policyler çıkartıp bu uygulamaların hesâbına ulaşmasına engel oluyor sayfayı bir yeniliyorum instagramın yeni kuralları gereği maalesef size sizi kimin tâkipten çıkardığını gösteremiyoruz ulan yarak devlet sırrı mı şirket politikası mı nedir tek tek yüzlerce insanın tâkipçi listesine mi bakacağız merak ediyoruz işte yahu allah allah neden kasıyorsun bu kadar bırak insanlar öğrensin sen böyle bir hizmet sunmadığın gibi sunana da karışıyorsun ya bak bak kendini beğenmişliğe bak harbi harbi sinir oldum sabah sabah yaedit heh kim bini silmiş diyin kizbin insinlir diyen ama lâf yetiştireyim derken okuduğunu anlamayan gerizekâlılar türemiş hemen âferin hiç zaman kaybetmeyin birincisi düzgün bir politika üretemeyip habire politikasını değiştirip duran instagram zâten aksi olsa diğer uygulamalara baştan izin vermezdi ikincisi listene eklediğin eklemediğin kişilerin kontrolünü istediğin gibi sağlarsın kişisel hakkındır instagram bu kontrolü en zor sağlayan uygulama ve bunun şikâyetinde olan milyonlarca insan var dolayısıyla buna çözüm sunan uygulamalar da var o uygulamalara yol açarak instagram kendisi en büyük tehdidi oluşturuyor kafanı çalıştırsan anlarsın milyon dolarlık şirket kullanıcı hesaplarını bu kadar düşünüyor olsa kullanıcı listelerini rastgele değil belli bir düzene koyarak ya da en azından diğer uygulamaların yaptığını kendi yaparak son derece basit bir biçimde bunu sağlayabilirdi üçüncüsü de hesâbıma ulaşmasını sağlayacağım uygulamaya izin vererek ben o riski alıyorsam ne sözlük beyinsizlerine ne de instagrama lâf düşer milyar dolarlık şirket demiş bir de mal instagramı satın almış şirket her türlü hesap erişimini kullanıcısının bilincine bırakırken ortaya atılıp instagramın milyar dolarlarını öne süren mahalle karısından halliceler başkalarına kezban deyince komik oluyor,instagram
algoritması facebook tarafından tecavüze uğramış daha fazla reklam satabilme uğruna saçma sapan hesapların troll videolarına izleme almanıza yoğunlaşmış eskilerin güzel uygulaması facebookun her el attığı şey gibi bu da reklam geliri uğruna piç edilmektedir,facebook
instagram eşittir black mirror 4x1,instagram
reklam arayüzü olarak çok ama çok geride kalmış durumdareklam çeşitliliği de yerlerde sürünüyor facebookta yaklaşık 15 farklı türde reklam verebiliyorken instagramda yalnızca gönderi öne çıkartabiliyoruz o da gönderinin kendisine değil yaratılan sanal gönderiye beğeni kazandırıyor üstelik bu reklamlarda call to action butonu dışında hiçbir yere tıklamaya izin vermiyor yani müşteriler sizin reklamınızı beğenip sayfanıza girmeye çalışırsa sayfa adına tıklayarak ulaşamıyorsearch bölümüne yazması gerekiyorsayfa tanıtımı kolaj vb reklamlar zaten mevcut değilşuanki durumda biraz adam sikmeci politika uyguluyorlar kısacasayfa beğeni reklamıgerçek gönderilere etki edecek reklam türlerive reklamlarda sayfaya tıklanabilme gibi artı özelliklere ihtiyacı varve arayüzü gelişmeli veya direkt artık facebookun reklam arayüzü ile tamamen bağlanmalı şuan facebook reklam arayüzündeki instagram reklamlarının etkisi çok daha düşük ve instagramın asıl reklam özelliğinden bağımsız çalışıyor,facebook
eskiden harita açılır eklediğiniz lokasyondan yüklenen resme ulaşılırdı ancak instagram getirdiği yük yüzünden bu özelliği kaldırdı aşağı doğru kaydırma yolu hariç ki herhalde 20 dakika falan sürer o kadar fotoğrafı kaydırması 4000 küsur resim içinden lokasyonu belli selanik yaklaşık 300cü resme ulaşmanın bir yolunu bilen varsa duacısı olurum,instagram
ya cidden şu instagram işini çok abartan oldu her haltını paylaşanlar mı dersin kocişle gezmeler mi dersin ne ararsan var yakında kullanmıycam,instagram
sözlüğün başına gelmesin instagram yine tolere edilebilir,instagram
yaa instagram efendi öyle sponsorlukları gözden geçirelim filan demeye benzemiyormuş deği dur lan karıştı bunlar hep bkz boykota devam,instagram
seyahat resmi paylaşanlar gerçekten oradalar mı yoksa tbt mi yapıyorlar iyice birbirine karıştırmaya başladığım uygulama bkz instagram çok bozdu,instagram
hikaye olarak video paylaşmak istediğimde videoyu hesap makinesiyle çekilmiş gibi gösteren uygulama instagramdan direkt olarak çekip paylaşsam hadi neyse diyeceğim ama kendi kameramdan çekiyorum her şey gayet güzel tam instagrama girip paylaşacağım 144p görüntü karşımda kırk yılda bir etkinlik olmuş onu da paylaşamayacaksak bu instagram niye var,instagram
içeriği zamana göre sıralanan basit bir fotoğraf uygulaması iken facebook tarafından satın alınması sonrasında pakistan kamyonlarına döndürülen o eski halinden eser kalmayan kahvaltı kahve fincanı ve starbucks bardağı temalı uygulama,facebook
sosyal medya artık sosyalleşmek için kullanılmıyor kimin en fazla beğeni aldığı ve kimin en çok arkadaşı olduğu hakkında bir yarışma var bu yarışmaya da instagram ev sahipliği yapıyor işin komik tarafı insanlar birilerinin üstüne çıkmak için deli gibi çabalıyorlar ama her zaman onların da üstüne çıkan birileri oluyor,instagram
telekom mobil bağlantı ile aşırı yavaştır gözlemlediğim kadarıyla diğer operatörlerde sorun yokedit vpn ile sorunsuz çalışıyor,telekom
instagram 2 farklı özelliği test ediyor bu özelliklerden ilkiyle kullanıcılar içerikleri yalnızca belirli arkadaşlarının görebileceği şekilde paylaşabiliyorlar bir diğer test de içeriklere gelen yorumlar konusunda yapılıyor test edilen yeni özelliğe göre kullanıcılar artık bir yoruma yanıt verebilecekler ve bu yanıtlar facebook’ta olduğu gibi ilgili yorumun altında görülecek kaynak madebycat,instagram
şu sıralar facebook un tahtına çöktüğünü düşündüğüm elimden telefonun düşmemesine sebep olan sosyal medya appsiöyle bir hal aldı ki instagramdaki her şeye bakıp çıktıktan sonra 2 saniye diğer uygulamalara bakıyorum tekrar instagrama giriyorum bende durum böyleonun dışında çok başarılı fotoğrafların yer aldığı profilleri de görmek mümkün tabi bu uygulamadaşu aralar hikayelerin ve canlı yayınların da boku çıkmış durumdaher şeye rağmen seviyoruz,facebook
turkiye sinirlari icerisinde altin cagini yasayan sosyal medya amcalar dayilar halalar da gorselli bir sosyal medyaya girmeye yeltenemedigi icin bir facebook bayagiligina inmeyecektir,facebook
ulan bu instagram değirmeninin suyunu biz reklam verenler döndürüyoruz ama bir tane bizim için yenilik çıkmıyor vallahi delireceğim yeter oğlum artık bizi de görün lan her ay dükkan parası kadar reklam parası ödüyoruz ki on milyonlarca lira verenler bile var bu platforma1 fotoğraf altındaki yorumlara direkt mesaj atacak bir buton lazım facebooktaki gibi herkesin profiline girmekle uğraşamıyoruz anlayın artık2 mesajlaşmalar arasında arama yapabilmeliyiz kadın bir şeyler yazıyor üstüne 100 kişi yazıyor kadını tekrar bulamıyoruz bir daha o yazana kadar kayıplara karışıyor3 fotoğraf altına url koyabilmek istiyoruz hikayede veriyorsun fotoğrafta niye veremiyoruz4 bot istiyoruz ulan facebooktaki bottan istiyoruz bu kadar basitüçüncü maddedeki fotoğrafa url girdiğimizde o ürün ile entegre olsun ve bot da o fotoğrafın altındaki yorumlara otomatik yanıt verebilsin sitemizdeki  linkinden erişebilirsiniz veya bu ürünümüz x tldir diye cevap atsın botyeter oğlum bu kadar ilkel olamaz ya olmamalı gerçekten olmamalı,instagram
4 yıl önce facebook hesabımı sildikten sonra fotoğrafa ve fotoğrafçılığa ilgi duyan biri olarak geçiş yaptığım uygulamakesinlikle çok daha rafine bir ortamdı önceden sağlam fotoğrafçılardan güzel şeyler öğreniyorduk kullanıcı sayısının artmasıyla hızlı bir kalite düşüşü yaşandı fotoğraf üzerine bir ortamken ortam üzerine fotoğrafların paylaşıldığı bir yer haline geldiönceden önerilen kullanıcılar dahi kalbur üstü fotoğrafçılarken şimdi yüzlerce insanı engellemiş olmama rağmen abidik gubidik isimler gelip durmakta karşıma yani anlayacağınız eskisi gibi değil çok bozdu,facebook
facebookun 1 milyar dolara satın aldığı ve bugün 35 milyar dolardan değeri olan bir sosyal medya girişimdir,facebook
çoğu insanın filtrelerini bilinçsizce kullandığı uygulamaörneğin pride için tasarlanmış filtreler ve etiketler herkes tarafından kullanıldı ki bence instagram bu desteğiyle çok iyi bir iş yapıyoro ayrı ancak kullanıcılar onların ne anlama geldiğinden bihaberler en azından birçoğu için durum böyle queer etiketi en olmadık ve alakasız hikayelerde kullanılıyor hatta homofobik insanlar da bunu kullanarak beni ironik bir şekilde güldürüyorlar bir de son eklenen gökkuşağı filtresi çok hoşuma gitti,instagram
eski tadını vermeyen ortam facebook gibi zamanla o tadı kaybedecek ama daha değil yenilikler ile o süreyi uzattılar bakalım buradan da ne zaman bıkıp farklı bir otama taşınacağız,facebook
sosyal medyada fotoğraf ve video paylaşma uygulamasıekim 2010da kurulmuşdaha sonraları facebook tarafından satın alınmıştır,facebook
instagram çarşamba günü yılın en çok beğeni alan paylaşımlarını açıkladı beyoncé cristiano ronaldo ve selena gomez listenin en tepesindeki isimler oldu,instagram
reklam ve sponsor seçenekleri daha da geliştirilmeli facebook nerede bu nerede daha spesifik seçeneklerle reklamcılık olayına girmeli instagram,facebook
cidden reklam olayının bokunu çıkarmış uygulama neredeyse her gönderiden sonra yok xmidye yok xtostcu yok xyılmazoffical yok xburger yok xebesininamı bu kadar popüler olmasının sebebi sade ve basit bir arayüzünün olmasıydı ama böyle devam ederse sonu facebook gibi olacak oluşum,facebook
çok yakıyor abi ya veri kullanımı kısmına bakıyorum en çok ınstagram yakmış üç haftada 1 gb yakıyor en kötü ihtimal,ınstagram
şu tarz flu fotoğrafların nasıl çekildiğini çok merak ediyorumbelli bi uygulaması var mı yoksa normal fotoğraf çekerken bazen kareyi yakalayamadığında böyle flu oluyor o anda mı çekiyorlar acaba instagram üstatları yardım ederse sevinirim,instagram
