text,predicted_sentiment,confidence_score
deprem istanbul’da ankara’da hat yok saatlerdir tüm sistemi yıkılan minareye mi çakmıştınız arap tayfası,1,0.99780804
hem uygun hem kalite başka ne denilebilir ki,2,0.99760735
ben rose uydu aldim kumandasi calismadi 3 tane kumanda deyistirdim alali 2 gun oldu 3 cu kumadayi aldim bu defada sinyal gitti ortada ne kanal var nede bisey tafsiye etmiyorum yarinda cagirip uyduyu geri teslim edicem 1 yildiz bile cok,0,0.99894434
göründüğünden çok daha farklı geldi rengi yazisi vs oldun cok kotu,0,0.9979417
iki ayda bozuldu,0,0.99436545
verdım guvenle alın,2,0.99613345
Ürün fiyatına oranla güzel ve performansı oldukca tatmin edici,2,0.9974826
Ya tek bende mi oldu bilmiyorum makineyi aldım yagladim ve ondan sonra ilk defa kullandım ve çizgi kıp kırmızı oldu resmen yandı jilet le keser gibi kesti yağladım ama yine de fayda etmedi kesme konusunda çok iyi kesiyor ona bisey diyemem ama jilet atmış gibi oldu her yerim yardım edin bu konuda,0,0.982116
indirimdeyken alınabilinirkolay kurulumu var,2,0.9969181
üst edit 23 kasım 2020 tarihiyle davet kodu hala geçerlidirüst edit 2 şu ana kadar davet kodumu kullanarak benim ve kendisinin 1 ay bedava internet kullanmasını sağlayan o arkadaşa teşekkürü borç bilirim tanım 1996 yılında kurulmuş türkiye de hizmet veren internet servis sağlayıcısı bkz isparkadaşını getir kampanyası hala devam ediyorarkadaşını getir kampanyası  aboneliği başlatırken eğer başka bir kişinin davet kodunu kullanırsan hem yeni abone olan kişi hem de kodunu kullandığın abone bir ay ücretsiz internet kullanma hakkına sahip oluyorbir seneden fazladır turknet kullanıyorum ben herhangi bir sorunla karşılaşmadım ve bu kampanya ile iki kişi şu ana kadar abone olduğu için iki ay ücretsiz kullandım memnunum  eğer kullanmak isteyen olursa buyrun bu da benim kodum ve linkim yjn73rx22tos  imla,1,0.99840075
ürün iadesinde zorluk çıkarıyorlar üslüpları bozuk ,0,0.99890184
çantanın kolu koptu taktığım ilk gün,0,0.9988613
Abi beşpara etmez bulaşmayın paraya yazıkolur,0,0.9768961
Eskiden oynadığımız atarilerin geliştirilmiş hali oynaması keyifli,2,0.9956085
Ürünü kurunca biraz göze küçük ve alçak görünüyor ama iş görüyor Eğer fazla kilolu ve uzun boyluysanız rahat edemeyebilirsiniz,1,0.9879125
eğlenceli,2,0.99732924
iade ettik kurulum vs çok zor olmadi bitürlü,0,0.99755067
türk telekomum yarı fiyatına birde taahütsüz internet hizmeti veriyorlar nasıl bu kadar ucuza hizmet verebiliyorlar birisi açıklayabilir mi,1,0.9983798
yatıp kalkıp allah başımızdan eksik etmesin dememiz gereken güzide kurumdurneden mi çünkü daha beteri de varmış bugün öğrendimpatagonya telekom şirketinde şube müdürü olan bir dostum kendi firmalarında bir süredir abonelere yönelik uygulamaya sokulan yeni bir soygun metodundan bahsetti banauygulama müflis tüccar eski defterleri karıştırır mottosu çıkışlı ama çok şerefsizce bu arkadaşlar ödenmeyen borçları nedeniyle kapatılmış numaraları bekleme süresi dolduktan sonra yeni abonelere tahsis ettiklerinde önce belli bir süre geçmesini bekliyorlarmış eğer yeni abonenin otomatik ödeme talimatı varsa bir süre sonra bu eski batık alacakları göze batmayacak tutarlara bölerek yeni ödeme tarihleri ile sisteme giriyorlarmış yeni abonenin ödeme talimatı banka talimatlarında genellikle abone ismi ile değil sadece telefon numarası üzerinden kayıtlı olduğunda bu eski borç faturaları da araya kaynıyormuş eğer abonenin ödeme talimatı yoksa ve manuel ödüyorsa bunun unuttuğu bir eski faturası olduğunu düşünüp ödüyormuş eğer şüphelenip uyanırsa ve ödemezse de bu fatura her ay son ödeme tarihini 30 gün öteleyerek sonsuz karambol döngüsüne giriyormuş sonsuz karambol döngüsü yani bir şekilde ya otomatik ödemeden yada abonenin kendisinin bir şekilde dikkatsizlikle bu faturayı ödemesini bekliyormuş sistempeki kimse uyanıp itiraz etmiyor mu bu şerefsizliğe diye sordum uyananların oranı totalde 2 civarındaymış peki bu faturalarda tarih falan yok mu dedimhayır yokmuş ancak bunlar başları bol sıfırlı fatura numaraları ile diğer faturalardan ayrılabiliyormuş örneğin herhangi bir patagonya vatandaşı özellikle otomatik ödeme talimatıyla geriye doğru tüm otomatik ödemelerinin dekontlarını çıkartıp incelerse bunları ayırabilirmiş bunlardan herhangi birinin fatura detayına girerse de borç sahibinin kendisi değil numaranın bir önceki sahibi olduğunu görebilirmişinanılacak gibi değil ama bu yönetici arkadaşa bu skandal değil mi diye sorunca da hiçbir şey olmaz mal bu memleketin insanı sehven olmuş denir geçilir bu borçları da bir sonraki yönetim öder eğer herkesin uyanacağı şekilde patlarsa bu dümen dedi şükrettim doğrusu bizim bu tür dümenler çeviren bir telekom kurumumuz yok diye herkes şükretsin,1,0.9983891
Ürün isteğim geldi teşekkürler,2,0.99724907
ülkedeki diğer issler gibi berbat bir hizmete sahip olan ve ekşi sözlük tarafından adı sol framede gösterilmeyerek ayrıcalık uygulanan şirketttnete suç atmayla sorunlar giderilmiyor maalesef taahhütsüz olması ucuz olması cezbedici ama tabi hizmet alınabilirse lütfen bunlardan hizmet almadan önce donanımhaber ve şikayetvara bir bakın öyle karar verin,1,0.9982992
sürat kargo denilen felaket ile yollamalari,0,0.9396619
Hızlı kargo gayet iyi ürün  tavsiye ederim amazzon ile güvenli alisverisi tavsiye ederim,2,0.997224
Paket duzensizdi,0,0.9965868
Pembesini severek kullanıyorum siyahını da arkadaşıma hediye aldım hızlı ve sorunsuz geldi siyah rengi de çok klasik ve hoş duruyor,2,0.99746084
firmadan ürün almanızı önermemYıdızı zorunluluktan verdim,0,0.9989398
çok kötü sesi az çıkıyoo,0,0.9961718
3 yıldır kullanıcısıyım ve hiç bir sorun yaşamadımtam 2 ev için farklı bir issnin taahhütünün dolduğunu öğrenip tekrar bu eve de turknet yaptırayım derken tüm sistemleri çöktüabdestsiz de gezmem ama sanırım bir bok yedim,1,0.9983487
Kesinlikle almayın illa ki almak isterseniz de 1 hatta 2 numara büyük alın kalıbı acayip dar ve kalitesiz insanı rahatsız ediyor,0,0.9988894
Ürün kullanılıp gelmiş gibi içinden de kırık parça sesleri geliyor ve En kötüsü de farklı bir model gönderildi başka arkadaşıma burada ki gönderildi ve sesi daha yüksek bana ise farklı bir model geldi,0,0.986541
1 hafta önce beko yetkili bayiden aldım üst sepet çok alçak bardaklık düzensiz alt sepete tencere tava sığmıyor nerdeyse tamamen yatırmak gerekiyor Geniş aile iseniz ve tencere yıkanmak istiyorsanız 2 kere düşünün ben pişmanlık yaşıyorum şuan 14 yıldır kullandığım beko bulaşık makinesi bundan kat kat rahat kullanımdı,0,0.9987884
sayelerinde 5 kilo verdiğim telekom firması tüm kanımı emdiler,1,0.9983872
Olumlu yönleri teşekkürler,2,0.9973086
Fiyat kalite açısından güzel bir ürün ama sırt kısmı ayarlanmıyor,0,0.966398
15 dakika keşfette takılıp yatacaktim oysa ki gitti canısı,1,0.9970278
öncelikle kargo geç getirdivestel servisi aradım 15 saat sonra gelip kurdularservis elemanı ayaklarını ayarladı ama sonradan farkettim arka sabit ayaklarının biri eğilmişti ve yamuk duruyorduservis elemanı da farketmemiş servisi aradım hemen gelip ayarlayıp yaptılarvestel servisine çok teşekkür ederimbuzdolabına gelinceyalnız yaşayanlar için idealfazla bişey beklemeyin idare eder  gürültüsü yok  küçük bir buzdolabı tavsiye ederim,0,0.9945182
kalitesiz ürün,0,0.9987575
Ütü konusunda çok rahat ettimEn sinir olduğum şey ütü yapmaktıŞimdi hiç sıkıntı değil  Ütüyü kumaşın üstünde hafifçe gezdirmem bile yeterli kırışıklıkları çok güzel açıyor Tek sıkıntı suyu çok çabuk bitiyor Ama bu buhar gücü için normal diye düşünüyorum  Ayrıca hızlı gönderi için çok teşekkür ederim,2,0.9970421
bu ekranı iki kez satın aldım ilk ekranda iki adet ölü piksel vardı bunu iade ettim yenisini sipariş ettim dün elime ulaştı ikinci gelen monitörde de bir adet ölü piksel var ama daha da kötüsü ekran paneli dokunduğunuz an oynuyor ve ses çıkarıyor boşluğundan dolayı şüphelendim arkasındaki vidaları kontrol ettim bir vida işlem görmüş bariz bir şekilde ikinci gelen bu ekran beni ciddi derecede rahatsız etti ekran siyahken oluşan bulutlanma inanılmaz itici şimdi bu ekranı da iade edeceğim ve stokta son kalan aynı ürünü sipariş edeceğim bakalım amazzondan 3 kez aldığım ürün TEMİZ SIFIR VE SIKINTISIZ çıkacak mı  zaten yapacağım yorumla sizlerde buna şahit olacaksınız,0,0.99873906
Arkadaşlar ekranın sol alt köşesinden ekranın ortasına kadar bir çizgi cıkıyorgöz kırpma gibi birşey3 arkadaş aldık hepimizin aynı sorunu varservis değiştirmede sıkıntı yapıyorHalen ürünüm bu şekilde kullanıyorumbaşka bir monitör bakın,0,0.99813795
Yanlış ürün geldi resmen rezalet,0,0.99808264
van’dayım telefonum çekmiyor istanbul van arası 1500 km hattımı internetten taşıyayım dedim kargoyla hat evine kadar geliyormuş onay mesajı gelmedi evet 1500 km evet allah belanızı versin,1,0.9975253
Piyasadaki birçok ürüne nazaran gerek fiyat gerekse performans olarak hem uygun hemde çok kaliteli bir ürünharika derece sessiz ve vakum gücü çok yüksekElektrik sarfiyatı bile çok az A sınıfıteşekkürler philips,2,0.99736375
Ürünün fiyatı uygun kaliteside iyi kullanıyorum 1 yıldır bir sorun yaşamadım,2,0.9975138
Robottaki parçlar rende vs çok plastik heran kırılabilir olarak duruyor şimdilik kullanıyorum bir problem yaşamadım,2,0.99754024
Ürün anlatıldığı gibi iş görür,2,0.9973111
Kaliteli ve uygun fiyat,2,0.99717474
Merakımı gidermek için aldım 1 yıl olmuştur alalı Bir kaç kere kullandım sonra attım kenara Kızım seviyor ama 3d tam anlamıyla değil Telefona yakından bakar gibi oluyor Kenarları siyah kalıyorSizi saracak ekranın içine alacak bir yapı değil  Çocukları gönüllemek için alınabilir sadece,2,0.8995369
hiç güzel degil 5tl lik amartisörü k0ymamişler öyle sallany0r,0,0.9988305
dun rezaletti bugun daha stabildi fakat toplantinin ortasinda gittive bir suredir haber alinamiyor arkadaslar modern cagda stabilite herseyden onemlidir insanoglu stabil olan herseye uyum saglar sunu stabil hale getirin artik ya,1,0.9982729
Ürün güzel nostaljik oyunlar oyalıyor Fiyat performans açısından indirimli fiyatı iyi olmuş,2,0.99747014
kesinlikle almayın ilk geldi sarza taktık bağlandık neyse 1 gün sonra sarzi bittikten sonra bidaha da açılmadı iade ettik idaremizi kabul etmediler kullanılmış diye ,0,0.9989832
Fiyatına göre oldukça kaliteli Bizi eskilere götürdü Çok memnun kaldık ,2,0.99720275
5 gunde teslim aldim bugun kullandim cok iyiydi ağzı bakalim ne kadar sure bu kalitede kesecek merak ediyorum ilk kullanim tatminkar ,2,0.99650747
Anneme eşime kayınvalideme aldık hepsi memnun,2,0.9971527
ürün fena değil ama defolu ve farklı ayakkabı ve bı no küçük göndermişler iade,0,0.99870193
Ürün deri kısmı çizik ve delik geldi ayrıca koltuk asansör kolu eksik geldi görmeden aşmayın derim,0,0.99862564
beklentinin altında,0,0.99450016
ürünü kullandım ve harika gerçekten fiyatına göre çok iyi performans,2,0.9974657
Ürün güzel ürün hakkında bir şikayetim yok,2,0.9976404
tatil anlayışı deniz kum güneş olanlarca istila edilmiştirafedersin karı bildiğin kıyısı olan her yerde bi suya girip video atıyor sonra çıkıp başka bir kıyı çok komikler lan,1,0.99831223
Kargo çok hızlı ve sorunsuz geldi Ertesi gün elimdeydi Paketleme pek iyi değildi Ürün güzel  içinden süzgeç  çıkmıyor,0,0.8752643
Satıcı dan ürünün değişimini talep ediyorum sürem dolduğu için geri iade edemiyorum bozuk ürün gönderimi yaptınız hiç bir şekilde şarj olmuyor 1 kere bile dinleyemedim ,0,0.9988342
Ürünü Zetta B dışında bir yerden almanızı tavsiye ederim herhangi bir problem ile karşılaştığınızda kaale alınmıyorsunuz,0,0.9235073
Çocukluğumda game star marka oyun konsolumuz vardı TVye bağlantısını yapıp saatlerce oynardık can  süre bitene kadar başından hiç kalkmazdık bu mini atari beni adeta çocukluğuma götürdü eşim kızım ve ben sıra sıra oynuyoruz  boş vakitler bu mini atari ile değerlendirilebilir,2,0.9975914
ürün gayet güzel ve kullanışlısadece şarjı azaldığında ekranda kaymalar oluyorşarj süresi uzun olması da gayet güzel,2,0.9968689
Bu çanta güzel ve kullanışlı sevdim,2,0.99736124
Bu çanta güzel ve kullanışlı sevdim,2,0.99736124
Fena değil,2,0.9950487
Yani puan bile vermek istemiyorum o kadar kötü kendi kendine reset atıyor kapanıyor Bluetooth diğer odaya gitsen cekmiyor asla işe yaramıyor sürekli kendi kendine dil değiştiriyor saat değiştiriyor 1130 kolumdaki 1430 gösteriyor çok kötü ve iade edeceğim hemen,0,0.998723
arkadaşlar yorumlarda bazıları memnun olduğunu söylemiş ama ben aynını söyleyemeyeceğim birincisi makina çin üretimiiçindeki parçalar plastik vb kalitesiz parçalaraldığımdan beri düzgün kullanmak nasip olmadısürekli sorun çıkardıiki defa tamire gittisonuncu bozulmasında artık kaldırıp attım bir kenara en iyi şey biraz daha fazla para verip güvenilir marka almakmış ,0,0.9982645
çocuğum elinden düşürmüyor eğlendiğini söylüyor görüntüdekinin aynısı geldi,2,0.9970521
Diğer kulaklık lar gibi kısa zaman içerisinde jak giriş yerinden bozuldu spor kulaklığı almaya karar verdim,0,0.99881196
Ürün çok kötü kokuyor Kargolama da berbat Çuvala koyar gibi torbaya koyup göndermişler Kalitesiz,0,0.99893147
Bence iyi ürün bir numara elime çok kısa bir zaman da ulaştı Bence herkesin almasını tavsiye ederim,2,0.99723804
Kullanmaya başlayalı çok olmadı ama alt tabanıyla kenar birleşim yerinde ve ağız kısmında çok küçük paslar oluştu Kapağının tutma yeri çıktı ve dışındaki arçelik yazısının yakınlarında renk değişimi oldu  Parmak izi tutmayan ürün üreticez diye kalitesiz bi metal kullanılmış bence,0,0.9986229
başarıli buldum,2,0.99669445
yaklaşık birkaç gün önce hesabımı kapattım umarım bir daha da açmam bi işle uğraşırken canım azıcık sıkılıversin elim hemen instaya gidiyordu milletin tatil fotosu cool gözükmeye çalıştığı fotoyu görünce de haliyle canım daha da sıkılıyordu her gün selfie atan kızlar kendini pazarlamaya çalışanlar evet resmen pazarlama hiç eğlenmediği tatilin bile 10 tane fotosunu atanlar artık gına getirmişti süper sahte bir dünya olduğu herkes tarafından biliniyor bu kadar sahteliğe gerek yok zannımca ben daha huzurlu bir dünya istiyorum kendim için umarım da bir daha açmam,1,0.9983851
Yorumlarda küçük falan deniliyor genelde tereddüt ettim ama beklediğimden iyi geldi yetişkinler de rahat rahat kullanabilir çocuk için falan denilmiş genelde ama gönül rahatlığıyla alınır kurulumu basit ve fiyatına göre çok iyi,2,0.9484291
ev interneti için beni bugün yirmi üç farklı numaradan arayan rezil firma ilgilenmediğimi söylememe rağmen aramalar bitmiyor aranmak istemediğimi söylediğimde buna kendilerinin karar vermediğini söyleyip yüzüme kapattı bir tane temsilci çok beddua aldınız haberiniz olsun bütün günümü mahvettiniz,1,0.99836475
Gayet güzel beğendim tavsiye ederim,2,0.9971673
avrupaya 27000 km fiber optik altyapı yurt içinde de biz kullanıcılarına sabit ücret  yüksek fiyat döşeyen firma israilliler kazanınca biz de kazanmış sayılıyor muyuz benjamin,1,0.9982911
Kargo haricinde üründe sıkıntı yok,1,0.91242427
black mirror lik bi muhebbete can verendiry bak bunu paylaştım nasılx harika hemen beğeniyorumy beğenmene gerek yok ki kimse görmüyorx olayin özeti gibidir kimse gormedikten sonra hicbir şeyin anlamı yok,1,0.9981668
Ürün anlatıldığı gibi güzel kaliteli olduğun ilk elinize aldığınız da belli ediyor parasına göre güzel tavsiye ederim,2,0.9974898
diğer telefonumda ekran sorunu yaşıyordum ve bu kez uzun süre araştırarak aldım 67 inç büyüklüğü güzel FHD çözünürlükte ve netflix izlerken kaliteli görüntü ile izleyebiliyorum Aynı zamanda sAmoled teknolojisi kullanması hem şarjı tasarruflu kullanıyor hem de parlama yapmıyor,2,0.99742484
