sentiment,content,Text_Length,predicted_sentiment,confidence_score
1,turk telekom kullanıyorsanız ve turknet e geçmek istiyorsanız oldukça kolay zaten sizin mevcut bir internetiniz var yani işlemler tamamlanana kadar kesinlikle internetsiz kalmıyorsunuz bir gün eve geldiğinizde internet gitmiş oluyor modem arayüzüne girip turknet tarafından verilmiş kullanıcı adı ve şifrenizi sisteme girerek interneti kullanmaya başlayabilirsinizbu durumda ikinci bir durum ttnet aboneliğinizin adsl turknet aboneliğinizin ise vdsl olması vdsl modem ayar ve parametrelerini doğru yapıp 35 mbit internet kullanmak bununla mümkün aksi halde 16 mbit kullanırsınız modeminiz çok eskiyse mesela 10 yıllık vdsl desteklemediği için yeni modem almalısınızyeni aboneler turknet aboneliğini başlattıktan sonra evlerine en yakın santrala gidip yetkili kişiyi bulup okulu işi olduğunu saha ekibiyle mutlaka iletişime geçmesi gerektiğini komşuların da problem yaşadığını mutlaka saha ekiplerine cep telefonu numarasının ulaştırılması gerektiğini anlatsın evinizin yakınındaki santralle komşuluk hukuku işliyor diyebilirim daha önce de internet bağlatacağım zaman santrala uğradığım daişlerim çok çabuk hallolmuştu işte maalesef tt ile turknet arasındaki en bariz fark burada ortaya çıkıyor ilk internet bağlattığım günü hatırlıyorum tt ofisine gittim geri zekalılar ehliyetmi kabul etmediler ve illa kimlik istediler ve gidip kimliği evden getirdim ancak kendileri benim sinirimi yatıştırmak için eve hattı bağlayacak ekibin amirine ulaştı ve benden sanki çok önemli yakın bir arkadaşının oğluymuşum gibi bahsetti sonuç olarak internetim öğleden sonra bağlanmıştı turk telekom bir günde evi bağlayabilecek belki tek operatör maalesefturknete geçme sebebiniz illa hızı ve ucuzluğu olmamalı bizi bu altyapıya bu ücretlere ve bu sisteme mecbur bırakan türk telekomu boykot için de olmalı bu cümleye katılmıyor olabilirsiniz turknetin tt altyapısı kullandığını dolayısıyla ona para kazandırdığından saçma bulabilirisiniz ancak şuan turknet in payı sadece 5 eğer bu oran 25 olsa turknet ve hala bozmazsa kesinlikle ttnet bu operatörle rekabet etmeye çalışacaktır,2062,1,[8.9997635e-04 9.9836725e-01 7.3279365e-04]
1,turkcell’in 4 yıl önce getirdiği vowifi teknolojisini hala getirememiş çağ dışı operatör birkaç samsung modeline 1 ay önce gelmiş daha apple için yakında deniyor düşünsene bütün rakiplerin bir yenilik getiriyor ve onu 4 yılda getiremiyorsun zavallıcareklama harcadıkları paranın bir kısmını altyapı ve müşteri memnuniyeti için harcamayı düşünmeliler artık,355,1,[1.0372549e-03 9.9830210e-01 6.6062342e-04]
1,profesyonel goruntulu amatorler topluluguan itibariyle musteri hizmetleri yok hic bir sekilde aranmiyorbin bela zorlukla kapattirdigin internete hala borc cikarip bir de icraya veriyorlar,187,1,[1.0480157e-03 9.9829608e-01 6.5600005e-04]
2,çocukların bu kadar severek oynayacağını tahmin etmemiştim 12 ve 14 yaşlarındaki iki oğlum da severek oynuyor hatta paylaşıyorlar,129,2,[2.2271115e-03 5.4118707e-04 9.9723166e-01]
0,kadar ilgisiz sizlere tavsiyem urunu alacaksaniz baska bir magazadan almaniz,76,0,[9.9880493e-01 4.8510332e-04 7.1003230e-04]
0,Çok kucük geldi cocuk gözlüğü gibi hic begenmedim,49,0,[9.9886048e-01 5.9916166e-04 5.4037420e-04]
0,adını bile duymadığım bir marka ve eski nesil bir anakart,57,0,[0.98587555 0.00781713 0.00630733]
1,son üç haftadır internet kendi kendine gidiyor sürekli aradığımda düzeltiyorlar telefon edip rest çekicem kesin interneti diye benzer problemler yaşayan insanların olup olmadığını da merak ettiğim için buraya yazdım,215,1,[7.5217179e-04 9.9841154e-01 8.3620200e-04]
2,Ürün iyi paketlenmiş bi şekilde elime ulaştı,44,2,[1.6157296e-03 8.7560277e-04 9.9750865e-01]
1,şu günlerde hardcore oyuncu olmayan bir kimse için çok mantıklı olan sistem aylık cüzi bir miktar karşılığında 910 tanesi aaa kalitesinde olmakla beraberbu sayısı microsoftun yaptığı hamleler ile birlikte daha da arttıcak yaklaşık 150200 oyun bulunduran abonelik sistemii,271,1,[9.1961655e-04 9.9837387e-01 7.0650398e-04]
0,Çekim kalitesi neredeyse sıfır yorumlara aldanmayın masaüstünüz varsa takılmaktan bir hal oluyor ürün berbat bir çekim kalitesi var 30 portunda kullanıyorum ona rağmen berbat,174,0,[9.9866199e-01 7.2822528e-04 6.0974306e-04]
1,son dönemde çokça bkz onların ikisi de size mi ait fotoğraflarıyla karşılaştığım paylaşım platformudur,102,1,[9.781141e-04 9.983512e-01 6.706855e-04]
0,Fıstık ezmesi ve mercimek ekmeği yapmak için almıştım Bakliyatları parçalayamıyor o kadar kötü ki blender aparatı Hiç umduğum gibi değil parça parça bırakıyor çok pişmanım aldığıma şimdi iade işlemleri için telefon bekliyorum Umarım iade olur yoksa hayatımdan arzum markasını tamamen sileceğim,293,0,[9.9881387e-01 7.2604045e-04 4.6011794e-04]
0,sıfır kalite okadar diyorum yürürken kundura ayakkabısı gibi ses çıkarıyor  cami şadırvanindaki takunyalar gibi hiç tavsiye etmem 5 para etmez,142,0,[9.990055e-01 5.530876e-04 4.414840e-04]
2,Bayıldıkk elimizden düşmüyor gerçekten bizi geçmişe götürdü ,60,2,[2.2972850e-03 5.0141494e-04 9.9720132e-01]
1,kullanmadığım için övünmüyorum övünülecek bir tarafı da yok zaten ama bu işin artık boku çıktı be kardeşimtatile çıktığınızda gezmeye gittiğinizde sizin için özel anlarda tabii ki fotoğraf çekin ama sonradan bakıp o günleri yad etmek için çekin burda paylaşıp da arkadaşlarınıza sizin de aslında mutlu olduğunuz bu hayattan zevk aldığınız izlenimini vermek için değil ordan alacağınız likeların sayısına bağlamayın dopamin düzeyinizisiz ve etrafınızdaki herkes bu sistemin içinde olduğu için kimse sorgulamıyor herkese işin normali bu geliyor belki de veya bi saçmalık olduğunu kabul etseniz de sistemi terketmeye cesaretiniz yok bir şey kaçıracakmış gibi sankibu çok büyük bir hastalık arkadaşlar telefonu elinizden bırakın dışarı çıkın ve insanlarla sohbet edin bırakın yüzde 95ini umursamadığınız insanların ne yaptığını fotolarını takip etmeyi,847,1,[7.1070984e-04 9.9809664e-01 1.1927000e-03]
2,şimdilik sorunsuz kullanıyoruz rengi pembe aldık biraz fazla gösterişli daha geniş bir renk skalası sunulabilir,111,2,[1.7390974e-03 6.4836314e-04 9.9761260e-01]
2,ürün iyi tavsiye edilir Ense traşı için aldım kullanmadan yorum yapmak istemedim çoğu makineye göre hakkını veriyor,115,2,[2.2536358e-03 6.9879764e-04 9.9704760e-01]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,superonline felaket.,20,0,[9.9887627e-01 6.7757111e-04 4.4614606e-04]
0,hayal kırıklığı  18 Eylül 2018 de teslim almıştım 3 sefer kullandım 15 Nisan 2019 da bozuldu bakalım yapılabilecek mi,117,0,[9.9854255e-01 1.0211577e-03 4.3626316e-04]
1,gecenin bir yarısı durup dururken modemdeki internet ışığının sönmesiyle sinir katsayısını yükseltebilen kurum neymiş bulunduğumuz bölgede sorun varmış 2 gece önce de vardı bu sorun aynı şehirdeki tanıdığım herkesin bağlantısı koptu fazladan kota veriyorsunuz millete üstüne zart zurt bağlantı koparıyorsunuz nooldu verdiğiniz kota bi düşünün bakalım,350,1,[1.0315544e-03 9.9831212e-01 6.5634912e-04]
1,farklı operatörlerin sözde bilgili yöneticileri başlığa akmaya başlamış bile turknetin tüm omurgası türk telekom üzerinden değildir kendi fiberi üzerinden de hizmet vermektelerdir yani tüm arızalarda ttye gidecekler diye bir kaide yok bgp nedir mplste nedir deyince yüzünüze boş boş bakacak adamların ahkam kesmesine bayılıyorum ya,331,1,[1.0988408e-03 9.9826765e-01 6.3339871e-04]
1,kütüphaneye yeni gelen the walking dead a new frontieri ebedi kütüphanenize ekleyebildiğiniz abonelik sistemi.,110,1,[1.3925281e-03 9.9803156e-01 5.7592569e-04]
2,Ürünün fiyatı uygunTilar kullanışlıFarklı bir sürü oyunŞarzı uzun süre gidiyorTeşekkürler,89,2,[2.2827375e-03 4.9436023e-04 9.9722290e-01]
1,ara sira kesinti oluyordu da cok kafaya yormamistim bayagi herkesin gitti herhalde bu sefer,91,1,[7.930074e-04 9.984048e-01 8.021803e-04]
1,mobil uygulama ve kısa mesaj ile size özel teklif adı altında tanıttığı 29 liralık şu tarifenin faturasını 41 lira olarak kesen üstelik bunun için 12 ay taahhüt isteyen firma neymiş vergi dahil değilmiş o fiyata ulan arkadaş senin kazanacağın net paradan bana ne adam gibi yazsana oraya vergi dahil değildir diye yok yüzlerce madde arasında tüketici arayıp da bulacak da öyle öğrenecekhukuk ülkesi olsa fazladan kestiğiniz parayı katlayarak sizden almamız lazım ama nasılsa kimsenin umrunda değil adalet falan,509,1,[8.9670485e-04 9.9837047e-01 7.3284731e-04]
0,Siyah beyaz olandan sipariş ettiğim halde siyah olan gönderildi berbat bir magaza alışveriş yapmayın kesinlikle bir yıldız bile fazla,133,0,[9.9891460e-01 5.7768397e-04 5.0769915e-04]
2,Çok şık ve ideal boyutlarda bir tost makinasıHızlı gönderim için trendyol’a teşekkür ederim ,92,2,[2.3112088e-03 4.9559592e-04 9.9719328e-01]
1,her yerde 830 840 liraya satılan s4 mini telefonu 950 liraya satarak müşterilerini ayakta skmeyi hedefleyen oluşum,114,1,[1.0022956e-03 9.9833244e-01 6.6525373e-04]
0,Ürün bir kutuyla gönderilmesi gerekirdi kargo poşetiyle gönderilmiş Kalıbı sert,79,0,[9.9873966e-01 6.2393729e-04 6.3634774e-04]
1,deprem istanbul’da ankara’da hat yok saatlerdir tüm sistemi yıkılan minareye mi çakmıştınız arap tayfası,104,1,[1.6675370e-03 9.9780804e-01 5.2446197e-04]
2,hem uygun hem kalite başka ne denilebilir ki,44,2,[1.7038085e-03 6.8882346e-04 9.9760735e-01]
0,ben rose uydu aldim kumandasi calismadi 3 tane kumanda deyistirdim alali 2 gun oldu 3 cu kumadayi aldim bu defada sinyal gitti ortada ne kanal var nede bisey tafsiye etmiyorum yarinda cagirip uyduyu geri teslim edicem 1 yildiz bile cok,235,0,[9.9894434e-01 6.5334199e-04 4.0234692e-04]
0,göründüğünden çok daha farklı geldi rengi yazisi vs oldun cok kotu,66,0,[9.9794167e-01 1.1434775e-03 9.1479864e-04]
0,iki ayda bozuldu,16,0,[0.99436545 0.00350553 0.00212909]
2,verdım guvenle alın,19,2,[3.4799022e-03 3.8669174e-04 9.9613345e-01]
2,Ürün fiyatına oranla güzel ve performansı oldukca tatmin edici,62,2,[1.9513748e-03 5.6607893e-04 9.9748260e-01]
0,Ya tek bende mi oldu bilmiyorum makineyi aldım yagladim ve ondan sonra ilk defa kullandım ve çizgi kıp kırmızı oldu resmen yandı jilet le keser gibi kesti yağladım ama yine de fayda etmedi kesme konusunda çok iyi kesiyor ona bisey diyemem ama jilet atmış gibi oldu her yerim yardım edin bu konuda,296,0,[0.982116   0.00394635 0.01393775]
2,indirimdeyken alınabilinirkolay kurulumu var,44,2,[2.6314985e-03 4.5041338e-04 9.9691808e-01]
1,üst edit 23 kasım 2020 tarihiyle davet kodu hala geçerlidirüst edit 2 şu ana kadar davet kodumu kullanarak benim ve kendisinin 1 ay bedava internet kullanmasını sağlayan o arkadaşa teşekkürü borç bilirim tanım 1996 yılında kurulmuş türkiye de hizmet veren internet servis sağlayıcısı bkz isparkadaşını getir kampanyası hala devam ediyorarkadaşını getir kampanyası  aboneliği başlatırken eğer başka bir kişinin davet kodunu kullanırsan hem yeni abone olan kişi hem de kodunu kullandığın abone bir ay ücretsiz internet kullanma hakkına sahip oluyorbir seneden fazladır turknet kullanıyorum ben herhangi bir sorunla karşılaşmadım ve bu kampanya ile iki kişi şu ana kadar abone olduğu için iki ay ücretsiz kullandım memnunum  eğer kullanmak isteyen olursa buyrun bu da benim kodum ve linkim yjn73rx22tos  imla,805,1,[6.7849742e-04 9.9840075e-01 9.2075317e-04]
0,ürün iadesinde zorluk çıkarıyorlar üslüpları bozuk ,51,0,[9.9890184e-01 6.4752257e-04 4.5053949e-04]
0,çantanın kolu koptu taktığım ilk gün,36,0,[9.9886131e-01 6.5371586e-04 4.8496350e-04]
0,Abi beşpara etmez bulaşmayın paraya yazıkolur,45,0,[0.9768961  0.0166651  0.00643883]
2,Eskiden oynadığımız atarilerin geliştirilmiş hali oynaması keyifli,66,2,[0.0012281  0.00316341 0.9956085 ]
1,Ürünü kurunca biraz göze küçük ve alçak görünüyor ama iş görüyor Eğer fazla kilolu ve uzun boyluysanız rahat edemeyebilirsiniz,126,1,[0.00407172 0.9879125  0.00801574]
2,eğlenceli,9,2,[2.1406969e-03 5.3009921e-04 9.9732924e-01]
0,iade ettik kurulum vs çok zor olmadi bitürlü,44,0,[0.99755067 0.00124815 0.00120124]
1,türk telekomum yarı fiyatına birde taahütsüz internet hizmeti veriyorlar nasıl bu kadar ucuza hizmet verebiliyorlar birisi açıklayabilir mi,139,1,[8.679991e-04 9.983798e-01 7.521400e-04]
1,yatıp kalkıp allah başımızdan eksik etmesin dememiz gereken güzide kurumdurneden mi çünkü daha beteri de varmış bugün öğrendimpatagonya telekom şirketinde şube müdürü olan bir dostum kendi firmalarında bir süredir abonelere yönelik uygulamaya sokulan yeni bir soygun metodundan bahsetti banauygulama müflis tüccar eski defterleri karıştırır mottosu çıkışlı ama çok şerefsizce bu arkadaşlar ödenmeyen borçları nedeniyle kapatılmış numaraları bekleme süresi dolduktan sonra yeni abonelere tahsis ettiklerinde önce belli bir süre geçmesini bekliyorlarmış eğer yeni abonenin otomatik ödeme talimatı varsa bir süre sonra bu eski batık alacakları göze batmayacak tutarlara bölerek yeni ödeme tarihleri ile sisteme giriyorlarmış yeni abonenin ödeme talimatı banka talimatlarında genellikle abone ismi ile değil sadece telefon numarası üzerinden kayıtlı olduğunda bu eski borç faturaları da araya kaynıyormuş eğer abonenin ödeme talimatı yoksa ve manuel ödüyorsa bunun unuttuğu bir eski faturası olduğunu düşünüp ödüyormuş eğer şüphelenip uyanırsa ve ödemezse de bu fatura her ay son ödeme tarihini 30 gün öteleyerek sonsuz karambol döngüsüne giriyormuş sonsuz karambol döngüsü yani bir şekilde ya otomatik ödemeden yada abonenin kendisinin bir şekilde dikkatsizlikle bu faturayı ödemesini bekliyormuş sistempeki kimse uyanıp itiraz etmiyor mu bu şerefsizliğe diye sordum uyananların oranı totalde 2 civarındaymış peki bu faturalarda tarih falan yok mu dedimhayır yokmuş ancak bunlar başları bol sıfırlı fatura numaraları ile diğer faturalardan ayrılabiliyormuş örneğin herhangi bir patagonya vatandaşı özellikle otomatik ödeme talimatıyla geriye doğru tüm otomatik ödemelerinin dekontlarını çıkartıp incelerse bunları ayırabilirmiş bunlardan herhangi birinin fatura detayına girerse de borç sahibinin kendisi değil numaranın bir önceki sahibi olduğunu görebilirmişinanılacak gibi değil ama bu yönetici arkadaşa bu skandal değil mi diye sorunca da hiçbir şey olmaz mal bu memleketin insanı sehven olmuş denir geçilir bu borçları da bir sonraki yönetim öder eğer herkesin uyanacağı şekilde patlarsa bu dümen dedi şükrettim doğrusu bizim bu tür dümenler çeviren bir telekom kurumumuz yok diye herkes şükretsin,2199,1,[7.5542211e-04 9.9838912e-01 8.5546274e-04]
2,Ürün isteğim geldi teşekkürler,30,2,[2.2422883e-03 5.0861610e-04 9.9724907e-01]
1,ülkedeki diğer issler gibi berbat bir hizmete sahip olan ve ekşi sözlük tarafından adı sol framede gösterilmeyerek ayrıcalık uygulanan şirketttnete suç atmayla sorunlar giderilmiyor maalesef taahhütsüz olması ucuz olması cezbedici ama tabi hizmet alınabilirse lütfen bunlardan hizmet almadan önce donanımhaber ve şikayetvara bir bakın öyle karar verin,351,1,[1.0075994e-03 9.9829918e-01 6.9325301e-04]
0,sürat kargo denilen felaket ile yollamalari,43,0,[0.9396619  0.01018473 0.05015329]
2,Hızlı kargo gayet iyi ürün  tavsiye ederim amazzon ile güvenli alisverisi tavsiye ederim,88,2,[2.2679584e-03 5.0803658e-04 9.9722397e-01]
0,Paket duzensizdi,16,0,[0.9965868  0.00106803 0.00234518]
2,Pembesini severek kullanıyorum siyahını da arkadaşıma hediye aldım hızlı ve sorunsuz geldi siyah rengi de çok klasik ve hoş duruyor,131,2,[1.9764260e-03 5.6272617e-04 9.9746084e-01]
0,firmadan ürün almanızı önermemYıdızı zorunluluktan verdim,57,0,[9.989398e-01 5.357472e-04 5.244635e-04]
0,çok kötü sesi az çıkıyoo,24,0,[0.9961718  0.00234863 0.00147972]
1,3 yıldır kullanıcısıyım ve hiç bir sorun yaşamadımtam 2 ev için farklı bir issnin taahhütünün dolduğunu öğrenip tekrar bu eve de turknet yaptırayım derken tüm sistemleri çöktüabdestsiz de gezmem ama sanırım bir bok yedim,220,1,[9.3463215e-04 9.9834871e-01 7.1666582e-04]
0,Kesinlikle almayın illa ki almak isterseniz de 1 hatta 2 numara büyük alın kalıbı acayip dar ve kalitesiz insanı rahatsız ediyor,128,0,[9.988894e-01 6.133548e-04 4.972171e-04]
0,Ürün kullanılıp gelmiş gibi içinden de kırık parça sesleri geliyor ve En kötüsü de farklı bir model gönderildi başka arkadaşıma burada ki gönderildi ve sesi daha yüksek bana ise farklı bir model geldi,200,0,[0.986541   0.00882392 0.00463522]
0,1 hafta önce beko yetkili bayiden aldım üst sepet çok alçak bardaklık düzensiz alt sepete tencere tava sığmıyor nerdeyse tamamen yatırmak gerekiyor Geniş aile iseniz ve tencere yıkanmak istiyorsanız 2 kere düşünün ben pişmanlık yaşıyorum şuan 14 yıldır kullandığım beko bulaşık makinesi bundan kat kat rahat kullanımdı,318,0,[9.987884e-01 7.195405e-04 4.920416e-04]
1,sayelerinde 5 kilo verdiğim telekom firması tüm kanımı emdiler,62,1,[9.0524694e-04 9.9838722e-01 7.0753525e-04]
2,Olumlu yönleri teşekkürler,26,2,[2.1638442e-03 5.2756257e-04 9.9730861e-01]
0,Fiyat kalite açısından güzel bir ürün ama sırt kısmı ayarlanmıyor,65,0,[0.966398   0.02353392 0.01006807]
1,15 dakika keşfette takılıp yatacaktim oysa ki gitti canısı,58,1,[2.0478822e-03 9.9702781e-01 9.2431065e-04]
2,öncelikle kargo geç getirdivestel servisi aradım 15 saat sonra gelip kurdularservis elemanı ayaklarını ayarladı ama sonradan farkettim arka sabit ayaklarının biri eğilmişti ve yamuk duruyorduservis elemanı da farketmemiş servisi aradım hemen gelip ayarlayıp yaptılarvestel servisine çok teşekkür ederimbuzdolabına gelinceyalnız yaşayanlar için idealfazla bişey beklemeyin idare eder  gürültüsü yok  küçük bir buzdolabı tavsiye ederim,433,0,[0.9945182  0.00353449 0.00194726]
0,kalitesiz ürün,14,0,[9.9875748e-01 4.6908556e-04 7.7345659e-04]
2,Ütü konusunda çok rahat ettimEn sinir olduğum şey ütü yapmaktıŞimdi hiç sıkıntı değil  Ütüyü kumaşın üstünde hafifçe gezdirmem bile yeterli kırışıklıkları çok güzel açıyor Tek sıkıntı suyu çok çabuk bitiyor Ama bu buhar gücü için normal diye düşünüyorum  Ayrıca hızlı gönderi için çok teşekkür ederim,300,2,[2.3352334e-03 6.2259584e-04 9.9704212e-01]
0,bu ekranı iki kez satın aldım ilk ekranda iki adet ölü piksel vardı bunu iade ettim yenisini sipariş ettim dün elime ulaştı ikinci gelen monitörde de bir adet ölü piksel var ama daha da kötüsü ekran paneli dokunduğunuz an oynuyor ve ses çıkarıyor boşluğundan dolayı şüphelendim arkasındaki vidaları kontrol ettim bir vida işlem görmüş bariz bir şekilde ikinci gelen bu ekran beni ciddi derecede rahatsız etti ekran siyahken oluşan bulutlanma inanılmaz itici şimdi bu ekranı da iade edeceğim ve stokta son kalan aynı ürünü sipariş edeceğim bakalım amazzondan 3 kez aldığım ürün TEMİZ SIFIR VE SIKINTISIZ çıkacak mı  zaten yapacağım yorumla sizlerde buna şahit olacaksınız,670,0,[9.9873906e-01 7.5194368e-04 5.0899998e-04]
